record,model,member_index,fit_time,evaluation_epsilon,horizon_time,position_relative_l2_error,full_state_relative_l2_error,linearity_tolerance,linearity_identified,fit_parameters_from_macro_observables,thermodynamic_claim_allowed,position_error_threshold,model_identified,gate_evaluable,transition_stable,gate_pass,spectral_radius,design_rank,fit_failure,training_second_generator_relative_l2_error,maximum_residual_state_correlation,position_relative_l2_error_standard_error,maximum_position_relative_l2_error,linearity_identified_fold_count,evaluable_fold_count,all_identified_folds_pass
leave_one_member_out,generator_constrained,5,0.1,0.002,0.2,0.3318103874744917,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0629020701545913,12.0,,0.4236335679676682,0.030854985850887907,,,,,
leave_one_member_out,generator_constrained,5,0.1,0.002,1.0,3054.0983232503518,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0629020701545913,12.0,,0.4236335679676682,0.030854985850887907,,,,,
leave_one_member_out,free_transition,5,0.1,0.001,0.2,0.41032368393004715,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0432203162187423,12.0,,,,,,,,
leave_one_member_out,free_transition,5,0.1,0.001,1.0,311.2782853096222,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0432203162187423,12.0,,,,,,,,
leave_one_member_out,free_transition,5,0.1,0.002,0.2,0.4108696567380194,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0432203162187423,12.0,,,,,,,,
leave_one_member_out,free_transition,5,0.1,0.002,1.0,310.48467244658553,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0432203162187423,12.0,,,,,,,,
leave_one_member_out,generator_constrained,6,0.1,0.001,0.2,0.4764539672539277,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0636048554488835,12.0,,0.46168127317601243,0.020456938016959213,,,,,
leave_one_member_out,generator_constrained,6,0.1,0.001,1.0,10178.239835247447,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0636048554488835,12.0,,0.46168127317601243,0.020456938016959213,,,,,
leave_one_member_out,generator_constrained,6,0.1,0.002,0.2,0.4766165133415322,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0636048554488835,12.0,,0.46168127317601243,0.020456938016959213,,,,,
leave_one_member_out,generator_constrained,6,0.1,0.002,1.0,10158.07039717939,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0636048554488835,12.0,,0.46168127317601243,0.020456938016959213,,,,,
leave_one_member_out,free_transition,6,0.1,0.001,0.2,0.4320559753643167,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0403408257142615,12.0,,,,,,,,
leave_one_member_out,free_transition,6,0.1,0.001,1.0,376.92811008706286,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0403408257142615,12.0,,,,,,,,
leave_one_member_out,free_transition,6,0.1,0.002,0.2,0.4323888984892779,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0403408257142615,12.0,,,,,,,,
leave_one_member_out,free_transition,6,0.1,0.002,1.0,376.1883297498204,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0403408257142615,12.0,,,,,,,,
leave_one_member_out,generator_constrained,7,0.1,0.001,0.2,0.5699329212809853,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0560399804754455,12.0,,0.4671244235950801,0.02277347472457515,,,,,
leave_one_member_out,generator_constrained,7,0.1,0.001,1.0,833.1377880302674,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0560399804754455,12.0,,0.4671244235950801,0.02277347472457515,,,,,
leave_one_member_out,generator_constrained,7,0.1,0.002,0.2,0.5692171805243007,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0560399804754455,12.0,,0.4671244235950801,0.02277347472457515,,,,,
leave_one_member_out,generator_constrained,7,0.1,0.002,1.0,832.8457378807152,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0560399804754455,12.0,,0.4671244235950801,0.02277347472457515,,,,,
leave_one_member_out,free_transition,7,0.1,0.001,0.2,0.5791401846804778,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0494992932482217,12.0,,,,,,,,
leave_one_member_out,free_transition,7,0.1,0.001,1.0,93.20849322602669,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0494992932482217,12.0,,,,,,,,
leave_one_member_out,free_transition,7,0.1,0.002,0.2,0.578407182852755,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0494992932482217,12.0,,,,,,,,
leave_one_member_out,free_transition,7,0.1,0.002,1.0,93.25727650121755,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0494992932482217,12.0,,,,,,,,
leave_one_member_out,generator_constrained,8,0.1,0.001,0.2,3.742152665735185,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.1113088486364027,12.0,,0.2908252489352162,0.03319833067167555,,,,,
leave_one_member_out,generator_constrained,8,0.1,0.001,1.0,68439055.4151583,,0.02,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.1113088486364027,12.0,,0.2908252489352162,0.03319833067167555,,,,,
leave_one_member_out,generator_constrained,8,0.1,0.002,0.2,3.743433093715298,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.1113088486364027,12.0,,0.2908252489352162,0.03319833067167555,,,,,
leave_one_member_out,generator_constrained,8,0.1,0.002,1.0,68454999.51502852,,0.02,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.1113088486364027,12.0,,0.2908252489352162,0.03319833067167555,,,,,
leave_one_member_out,free_transition,8,0.1,0.001,0.2,1.0382509277470844,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0501118443996882,12.0,,,,,,,,
leave_one_member_out,free_transition,8,0.1,0.001,1.0,3269.921777989536,,0.02,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0501118443996882,12.0,,,,,,,,
leave_one_member_out,free_transition,8,0.1,0.002,0.2,1.0386196067352196,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0501118443996882,12.0,,,,,,,,
leave_one_member_out,free_transition,8,0.1,0.002,1.0,3270.6509049458946,,0.02,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0501118443996882,12.0,,,,,,,,
leave_one_member_out,generator_constrained,1,0.2,0.001,0.2,0.3620721893853111,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0178919567146303,12.0,,0.5117096728932223,0.03636596021993747,,,,,
leave_one_member_out,generator_constrained,1,0.2,0.001,1.0,3.777734736223667,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0178919567146303,12.0,,0.5117096728932223,0.03636596021993747,,,,,
leave_one_member_out,generator_constrained,1,0.2,0.002,0.2,0.3611010451908051,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0178919567146303,12.0,,0.5117096728932223,0.03636596021993747,,,,,
leave_one_member_out,generator_constrained,1,0.2,0.002,1.0,3.7804552002531415,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0178919567146303,12.0,,0.5117096728932223,0.03636596021993747,,,,,
leave_one_member_out,free_transition,1,0.2,0.001,0.2,0.28465052909921534,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0133719214076025,12.0,,,,,,,,
leave_one_member_out,free_transition,1,0.2,0.001,1.0,2.271935297115703,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0133719214076025,12.0,,,,,,,,
leave_one_member_out,free_transition,1,0.2,0.002,0.2,0.28356613624515553,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0133719214076025,12.0,,,,,,,,
leave_one_member_out,free_transition,1,0.2,0.002,1.0,2.2741860927593724,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0133719214076025,12.0,,,,,,,,
leave_one_member_out,generator_constrained,2,0.2,0.001,0.2,0.1940792045476766,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0219361587729257,12.0,,0.5485394556808243,0.037607847424695924,,,,,
leave_one_member_out,generator_constrained,2,0.2,0.001,1.0,0.9836240062007632,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0219361587729257,12.0,,0.5485394556808243,0.037607847424695924,,,,,
leave_one_member_out,generator_constrained,2,0.2,0.002,0.2,0.1938823613218591,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0219361587729257,12.0,,0.5485394556808243,0.037607847424695924,,,,,
leave_one_member_out,generator_constrained,2,0.2,0.002,1.0,0.9811122638561826,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0219361587729257,12.0,,0.5485394556808243,0.037607847424695924,,,,,
leave_one_member_out,free_transition,2,0.2,0.001,0.2,0.1974846471866911,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0090247343101655,12.0,,,,,,,,
leave_one_member_out,free_transition,2,0.2,0.001,1.0,0.8607306157707914,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0090247343101655,12.0,,,,,,,,
leave_one_member_out,free_transition,2,0.2,0.002,0.2,0.19755399105757668,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0090247343101655,12.0,,,,,,,,
leave_one_member_out,free_transition,2,0.2,0.002,1.0,0.8623477281070122,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0090247343101655,12.0,,,,,,,,
leave_one_member_out,generator_constrained,3,0.2,0.001,0.2,0.2639507759478245,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0236092250278537,12.0,,0.5373543701381683,0.034582146634326044,,,,,
leave_one_member_out,generator_constrained,3,0.2,0.001,1.0,1.4886531224556738,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0236092250278537,12.0,,0.5373543701381683,0.034582146634326044,,,,,
leave_one_member_out,generator_constrained,3,0.2,0.002,0.2,0.263175958325848,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0236092250278537,12.0,,0.5373543701381683,0.034582146634326044,,,,,
leave_one_member_out,generator_constrained,3,0.2,0.002,1.0,1.4896655224285975,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0236092250278537,12.0,,0.5373543701381683,0.034582146634326044,,,,,
leave_one_member_out,free_transition,3,0.2,0.001,0.2,0.23843468432330134,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0089313881390112,12.0,,,,,,,,
leave_one_member_out,free_transition,3,0.2,0.001,1.0,0.6919051770744367,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0089313881390112,12.0,,,,,,,,
leave_one_member_out,free_transition,3,0.2,0.002,0.2,0.23784871183095457,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0089313881390112,12.0,,,,,,,,
leave_one_member_out,free_transition,3,0.2,0.002,1.0,0.6929167021393866,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0089313881390112,12.0,,,,,,,,
leave_one_member_out,generator_constrained,4,0.2,0.001,0.2,0.19651753430881078,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.021897323075555,12.0,,0.541503221687415,0.04139805012100559,,,,,
leave_one_member_out,generator_constrained,4,0.2,0.001,1.0,1.6915695498623384,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.021897323075555,12.0,,0.541503221687415,0.04139805012100559,,,,,
leave_one_member_out,generator_constrained,4,0.2,0.002,0.2,0.19770715396135133,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.021897323075555,12.0,,0.541503221687415,0.04139805012100559,,,,,
leave_one_member_out,generator_constrained,4,0.2,0.002,1.0,1.692267839428663,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.021897323075555,12.0,,0.541503221687415,0.04139805012100559,,,,,
leave_one_member_out,free_transition,4,0.2,0.001,0.2,0.18785030501149969,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0084040392902553,12.0,,,,,,,,
leave_one_member_out,free_transition,4,0.2,0.001,1.0,0.7466715294241129,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0084040392902553,12.0,,,,,,,,
leave_one_member_out,free_transition,4,0.2,0.002,0.2,0.18903818345224008,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0084040392902553,12.0,,,,,,,,
leave_one_member_out,free_transition,4,0.2,0.002,1.0,0.7454943433488718,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0084040392902553,12.0,,,,,,,,
leave_one_member_out,generator_constrained,5,0.2,0.001,0.2,0.33008743354074094,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0253518611637045,12.0,,0.5141376640824529,0.048600231887948306,,,,,
leave_one_member_out,generator_constrained,5,0.2,0.001,1.0,2.822973773552028,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0253518611637045,12.0,,0.5141376640824529,0.048600231887948306,,,,,
leave_one_member_out,generator_constrained,5,0.2,0.002,0.2,0.3304835939446068,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0253518611637045,12.0,,0.5141376640824529,0.048600231887948306,,,,,
leave_one_member_out,generator_constrained,5,0.2,0.002,1.0,2.8158899854786883,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0253518611637045,12.0,,0.5141376640824529,0.048600231887948306,,,,,
leave_one_member_out,free_transition,5,0.2,0.001,0.2,0.346259505071422,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0114899242282638,12.0,,,,,,,,
leave_one_member_out,free_transition,5,0.2,0.001,1.0,1.1460976985450284,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0114899242282638,12.0,,,,,,,,
leave_one_member_out,free_transition,5,0.2,0.002,0.2,0.3469016835377986,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0114899242282638,12.0,,,,,,,,
leave_one_member_out,free_transition,5,0.2,0.002,1.0,1.1449336587309182,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0114899242282638,12.0,,,,,,,,
leave_one_member_out,generator_constrained,6,0.2,0.001,0.2,0.2679218712021327,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0223064283357106,12.0,,0.5476878777111369,0.030063881644188013,,,,,
leave_one_member_out,generator_constrained,6,0.2,0.001,1.0,1.6238447913675198,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0223064283357106,12.0,,0.5476878777111369,0.030063881644188013,,,,,
leave_one_member_out,generator_constrained,6,0.2,0.002,0.2,0.26824239366282016,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0223064283357106,12.0,,0.5476878777111369,0.030063881644188013,,,,,
leave_one_member_out,generator_constrained,6,0.2,0.002,1.0,1.6206673455614617,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0223064283357106,12.0,,0.5476878777111369,0.030063881644188013,,,,,
leave_one_member_out,free_transition,6,0.2,0.001,0.2,0.2385437490634989,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0088815795496517,12.0,,,,,,,,
leave_one_member_out,free_transition,6,0.2,0.001,1.0,0.875223725591934,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0088815795496517,12.0,,,,,,,,
leave_one_member_out,free_transition,6,0.2,0.002,0.2,0.23889623299428175,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0088815795496517,12.0,,,,,,,,
leave_one_member_out,free_transition,6,0.2,0.002,1.0,0.8760361826851827,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0088815795496517,12.0,,,,,,,,
leave_one_member_out,generator_constrained,7,0.2,0.001,0.2,0.4857245073018581,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0154560386715428,12.0,,0.5340776617945588,0.046043578597936355,,,,,
leave_one_member_out,generator_constrained,7,0.2,0.001,1.0,1.1011983027224914,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0154560386715428,12.0,,0.5340776617945588,0.046043578597936355,,,,,
leave_one_member_out,generator_constrained,7,0.2,0.002,0.2,0.48588148447593427,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0154560386715428,12.0,,0.5340776617945588,0.046043578597936355,,,,,
leave_one_member_out,generator_constrained,7,0.2,0.002,1.0,1.1009351920041632,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,1.0154560386715428,12.0,,0.5340776617945588,0.046043578597936355,,,,,
leave_one_member_out,free_transition,7,0.2,0.001,0.2,0.5026724420338958,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,0.9980381036451903,12.0,,,,,,,,
leave_one_member_out,free_transition,7,0.2,0.001,1.0,0.9936864592830775,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,0.9980381036451903,12.0,,,,,,,,
leave_one_member_out,free_transition,7,0.2,0.002,0.2,0.5028744172968469,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,0.9980381036451903,12.0,,,,,,,,
leave_one_member_out,free_transition,7,0.2,0.002,1.0,0.9926820662327588,,0.02,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,0.9980381036451903,12.0,,,,,,,,
leave_one_member_out,generator_constrained,8,0.2,0.001,0.2,0.6599733250156008,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0168669379538378,12.0,,0.4200853159701326,0.05000300555335065,,,,,
leave_one_member_out,generator_constrained,8,0.2,0.001,1.0,17.553227647860083,,0.02,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0168669379538378,12.0,,0.4200853159701326,0.05000300555335065,,,,,
leave_one_member_out,generator_constrained,8,0.2,0.002,0.2,0.6600416628661072,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0168669379538378,12.0,,0.4200853159701326,0.05000300555335065,,,,,
leave_one_member_out,generator_constrained,8,0.2,0.002,1.0,17.555009029152973,,0.02,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0168669379538378,12.0,,0.4200853159701326,0.05000300555335065,,,,,
leave_one_member_out,free_transition,8,0.2,0.001,0.2,0.5523315907305023,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0066621268218052,12.0,,,,,,,,
leave_one_member_out,free_transition,8,0.2,0.001,1.0,4.222810611330468,,0.02,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0066621268218052,12.0,,,,,,,,
leave_one_member_out,free_transition,8,0.2,0.002,0.2,0.5520778951820913,,0.02,1.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0066621268218052,12.0,,,,,,,,
leave_one_member_out,free_transition,8,0.2,0.002,1.0,4.222246925910518,,0.02,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,1.0066621268218052,12.0,,,,,,,,
aggregate_gate,free_transition,,0.05,0.001,0.2,3.4163353035716852,,,,0.0,0.0,,,,,,,,,,,0.5489177198886949,6.034040952499953,8.0,8,0.0
aggregate_gate,free_transition,,0.05,0.001,1.0,1526259.0808851516,,,,0.0,0.0,,,,,,,,,,,578064.4235298006,4596177.395571103,7.0,7,0.0
aggregate_gate,free_transition,,0.05,0.002,0.2,3.416100387353949,,,,0.0,0.0,,,,,,,,,,,0.5490561960137245,6.03409233510191,8.0,8,0.0
aggregate_gate,free_transition,,0.05,0.002,1.0,1522472.0955996981,,,,0.0,0.0,,,,,,,,,,,576293.7218720966,4586818.796783557,7.0,7,0.0
aggregate_gate,free_transition,,0.1,0.001,0.2,0.4905745528172908,,,,0.0,0.0,,,,,,,,,,,0.09595669977785469,1.0382509277470844,8.0,8,0.0
aggregate_gate,free_transition,,0.1,0.001,1.0,208.86299648919015,,,,0.0,0.0,,,,,,,,,,,40.881432971779304,376.92811008706286,7.0,7,0.0
aggregate_gate,free_transition,,0.1,0.002,0.2,0.4907719106614713,,,,0.0,0.0,,,,,,,,,,,0.0958883019545069,1.0386196067352196,8.0,8,0.0
aggregate_gate,free_transition,,0.1,0.002,1.0,208.608775506893,,,,0.0,0.0,,,,,,,,,,,40.82269969793967,376.1883297498204,7.0,7,0.0
aggregate_gate,free_transition,,0.2,0.001,0.2,0.3185284315650033,,,,0.0,0.0,,,,,,,,,,,0.04910458714731751,0.5523315907305023,8.0,8,0.0
aggregate_gate,free_transition,,0.2,0.001,1.0,1.0837500718292978,,,,0.0,0.0,,,,,,,,,,,0.2061072357618292,2.271935297115703,7.0,7,0.0
aggregate_gate,free_transition,,0.2,0.002,0.2,0.31859465644961815,,,,0.0,0.0,,,,,,,,,,,0.04906431760689541,0.5520778951820913,8.0,8,0.0
aggregate_gate,free_transition,,0.2,0.002,1.0,1.0840852534290717,,,,0.0,0.0,,,,,,,,,,,0.206357622121015,2.2741860927593724,7.0,7,0.0
aggregate_gate,generator_constrained,,0.05,0.001,0.2,3.50914156922918,,,,0.0,0.0,,,,,,,,,,,0.8544479084031598,8.284104160882462,8.0,8,0.0
aggregate_gate,generator_constrained,,0.05,0.001,1.0,155613741477.0884,,,,0.0,0.0,,,,,,,,,,,148804556977.35806,1048290624535.6649,7.0,7,0.0
aggregate_gate,generator_constrained,,0.05,0.002,0.2,3.509366086207403,,,,0.0,0.0,,,,,,,,,,,0.8547151648438943,8.285509384273709,8.0,8,0.0
aggregate_gate,generator_constrained,,0.05,0.002,1.0,155635745265.09036,,,,0.0,0.0,,,,,,,,,,,148856817222.84027,1048628128969.7465,7.0,7,0.0
aggregate_gate,generator_constrained,,0.1,0.001,0.2,0.8243967196344216,,,,0.0,0.0,,,,,,,,,,,0.4207222524937284,3.742152665735185,8.0,8,0.0
aggregate_gate,generator_constrained,,0.1,0.001,1.0,4734.427730681981,,,,0.0,0.0,,,,,,,,,,,1085.1228767800253,10178.239835247447,7.0,7,0.0
aggregate_gate,generator_constrained,,0.1,0.002,0.2,0.8246853023562325,,,,0.0,0.0,,,,,,,,,,,0.4208383064850678,3.743433093715298,8.0,8,0.0
aggregate_gate,generator_constrained,,0.1,0.002,1.0,4725.082007199408,,,,0.0,0.0,,,,,,,,,,,1082.1482019014632,10158.07039717939,7.0,7,0.0
aggregate_gate,generator_constrained,,0.2,0.001,0.2,0.34504085515624444,,,,0.0,0.0,,,,,,,,,,,0.05619792146933699,0.6599733250156008,8.0,8,0.0
aggregate_gate,generator_constrained,,0.2,0.001,1.0,1.9270854689120684,,,,0.0,0.0,,,,,,,,,,,0.38232911797461566,3.777734736223667,7.0,7,0.0
aggregate_gate,generator_constrained,,0.2,0.002,0.2,0.3450644567186665,,,,0.0,0.0,,,,,,,,,,,0.05617056384886486,0.6600416628661072,8.0,8,0.0
aggregate_gate,generator_constrained,,0.2,0.002,1.0,1.9258561927158424,,,,0.0,0.0,,,,,,,,,,,0.38243267168455275,3.7804552002531415,7.0,7,0.0
