count_window,window_count,complete_waiting_time_count,particles_with_complete_wait,complete_wait_particle_fraction,waiting_mean,waiting_cv2,waiting_lag1_correlation,log_waiting_lag1_correlation,shuffle_lag1_correlation_mean,shuffle_lag1_correlation_standard_deviation,actual_count_fano,sequence_shuffle_count_fano,particle_iid_count_fano,pooled_empirical_iid_count_fano,gamma_iid_count_fano,temporal_memory_excess_fraction,persistent_environment_excess_fraction,empirical_iid_relative_error,gamma_iid_relative_error,collective_covariance_ratio,replicate,temperature,event_definition,debye_waller_factor,thermodynamic_claim_allowed
50.0,100.0,79155.0,3026.0,0.923405553860238,131.88362074410966,5.403559078650678,0.08356457519876494,0.09207384203943257,0.02162816895559125,0.0024901611141181883,1.9477602571624604,1.9191643438557882,3.9250326092047665,1.8455072774455474,3.0143718001165762,0.014900189969776267,1.1268041893812453,0.05249772364997185,0.5476092548001665,8.128780297085482,1.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.03194276615977287,0.0
100.0,50.0,79155.0,3026.0,0.923405553860238,131.88362074410966,5.403559078650678,0.08356457519876494,0.09207384203943257,0.02096309874055823,0.003570211555965475,2.609743714392992,2.4947196160303435,6.795437988473887,2.3245101475779766,3.413460040676697,0.04610702446220283,1.923384952977897,0.10929562364377932,0.3079675302410467,9.250686400040461,1.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.03194276615977287,0.0
200.0,25.0,79155.0,3026.0,0.923405553860238,131.88362074410966,5.403559078650678,0.08356457519876494,0.09207384203943257,0.02034638524335685,0.0027373670925301213,3.646766896859452,3.3007821763761473,12.319693102187937,2.9089101957337977,3.8671779880282733,0.10481901016054129,3.2351575927837084,0.20233174260770181,0.060440137086534396,9.718036971727521,1.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.03194276615977287,0.0
500.0,10.0,79155.0,3026.0,0.923405553860238,131.88362074410966,5.403559078650678,0.08356457519876494,0.09207384203943257,0.02097173894525748,0.0028354300547536746,5.679907262448385,4.859313950427769,28.247924654691545,3.7944960075515883,4.456482262574381,0.1688701986313066,6.444447061869124,0.3319440208754517,0.21539524209531424,8.780491468596226,1.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.03194276615977287,0.0
1000.0,5.0,79155.0,3026.0,0.923405553860238,131.88362074410966,5.403559078650678,0.08356457519876494,0.09207384203943257,0.021706144540106616,0.0029642803366477853,7.927903795199562,6.594023715702318,54.43069688708772,4.429725255487697,4.816598112080977,0.20228621203179498,11.287601092112222,0.4412488635180024,0.3924499796531987,10.329341934580475,1.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.03194276615977287,0.0
50.0,100.0,79539.0,3040.0,0.9276777540433323,132.46577150831666,5.649761124316114,0.07320078292886804,0.08469942829521904,0.020106299285390566,0.0024882731515586697,1.9574585011866565,1.929227622160154,3.775396650608668,1.8616927357145334,3.121324930984737,0.014633254625958658,1.0279375743278276,0.04892352272810263,0.5945803852763762,8.053455834264504,2.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.031991325318813324,0.0
100.0,50.0,79539.0,3040.0,0.9276777540433323,132.46577150831666,5.649761124316114,0.07320078292886804,0.08469942829521904,0.020430755625256626,0.0025175494310320373,2.6273191748400793,2.5114676368158624,6.432130893123712,2.3538393805065123,3.539809467080066,0.04612901887563159,1.7326124910611402,0.10409081506064566,0.3473085040364494,9.395795815597399,2.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.031991325318813324,0.0
200.0,25.0,79539.0,3040.0,0.9276777540433323,132.46577150831666,5.649761124316114,0.07320078292886804,0.08469942829521904,0.02035542219626171,0.0028094609313869525,3.6476782306541393,3.3247120454138495,11.492039025726449,2.953784236716932,3.9884638436850586,0.09714109998963472,2.890615598416086,0.19022894840501625,0.09342534935429492,11.132059948468873,2.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.031991325318813324,0.0
500.0,10.0,79539.0,3040.0,0.9276777540433323,132.46577150831666,5.649761124316114,0.07320078292886804,0.08469942829521904,0.020358597046586713,0.002961567953154207,5.720694288396425,4.895612790652354,26.086640552103397,3.864276668746734,4.628892193837236,0.1685348766388295,5.750717608572225,0.324509146278828,0.1908513266953885,9.926746873006119,2.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.031991325318813324,0.0
1000.0,5.0,79539.0,3040.0,0.9276777540433323,132.46577150831666,5.649761124316114,0.07320078292886804,0.08469942829521904,0.01981373819152089,0.0034410175992961593,7.81055067716662,6.618914553253759,49.86323650938131,4.553507204925716,5.022538784424556,0.18003497617703346,9.950512267871717,0.4170056129028842,0.35695458719607864,14.6501105244263,2.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.031991325318813324,0.0
50.0,100.0,76912.0,3092.0,0.9435459261519683,132.96836644476804,5.824990843079006,0.06882250601340695,0.0800079949371171,0.020604029600249155,0.0037638885296256927,1.9751441418409024,1.946087514507444,3.8161693749779997,1.8749065220033685,3.193586376138568,0.014930791712526092,1.0353918076408202,0.050749521371189155,0.616887754410691,11.243729872599298,3.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.03186860308051109,0.0
100.0,50.0,76912.0,3092.0,0.9435459261519683,132.96836644476804,5.824990843079006,0.06882250601340695,0.0800079949371171,0.020969731309682816,0.002981462668791935,2.64980754446722,2.5426253318181593,6.556081413726604,2.379452432294196,3.6179543566736836,0.042154151186882816,1.755289967030536,0.10202820681733049,0.36536495423146764,13.509707889121527,3.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.03186860308051109,0.0
200.0,25.0,76912.0,3092.0,0.9435459261519683,132.96836644476804,5.824990843079006,0.06882250601340695,0.0800079949371171,0.020731935351643874,0.0035891679696527104,3.726499024752633,3.397977766089962,11.784778844672228,3.011590605819248,4.089072704148798,0.09668140325729646,2.913141056390829,0.19184452060358204,0.09729606179629502,18.209059152099805,3.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.03186860308051109,0.0
500.0,10.0,76912.0,3092.0,0.9435459261519683,132.96836644476804,5.824990843079006,0.06882250601340695,0.0800079949371171,0.02026841268326221,0.0032889720861024197,5.825650071714884,5.053267603087801,26.915982833781968,3.9820084084636314,4.733332974882411,0.1528481230946721,5.759398793978663,0.31646968845633805,0.1875013231803897,22.57043607875939,3.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.03186860308051109,0.0
1000.0,5.0,76912.0,3092.0,0.9435459261519683,132.96836644476804,5.824990843079006,0.06882250601340695,0.0800079949371171,0.020487827512638043,0.0021260927251761587,8.02471588919989,6.8737224135178,51.5698664394684,4.729912444515014,5.172750080722274,0.16744834988078017,9.90292199790522,0.41058194335817,0.3553977296960694,22.61195699780246,3.0,0.45,rolling_position_variance_above_calibration_debye_waller_factor,0.03186860308051109,0.0
